transaction_id,user_id,merchant,amount,date
198,44,Microsoft,135.72,2024-11-18
199,280,Amazon,61.41,2024-12-31
200,311,Apple,59.81,2024-08-20
201,108,Target,131.6,2024-07-23
202,105,Apple,80.96,2024-04-19
203,271,Starbucks,55.59,2024-12-05
204,189,Netflix,113.32,2024-07-24
205,260,Starbucks,67.73,2024-01-26
206,104,Netflix,66.51,2024-04-27
207,219,Amazon,66.19,2024-12-04
208,143,Microsoft,143.05,2024-04-19
209,266,Starbucks,97.56,2024-04-28
210,307,Amazon,145.83,2024-11-29
211,246,Target,67.27,2024-02-11
212,253,Costco,82.11,2024-01-19
213,133,Starbucks,76.41,2024-02-07
214,10,Netflix,132.91,2024-11-24
215,336,BestBuy,145.83,2024-04-30
216,459,Microsoft,166.38,2024-11-10
217,302,Uber,66.75,2024-09-15
218,124,Starbucks,89.12,2024-12-31
219,222,Google,82.7,2024-05-31
220,243,eBay,88.63,2024-12-20
221,212,Microsoft,145.34,2024-07-07
222,65,Google,32.95,2024-04-19
223,426,Apple,155.77,2024-08-21
224,192,Target,114.66,2024-06-10
225,5,Apple,137.71,2024-04-20
226,392,Target,40.49,2024-05-05
227,9,Netflix,79.45,2024-12-19
228,120,Costco,91.93,2024-06-02
229,190,Google,84.18,2024-05-31
230,423,Microsoft,141.39,2024-09-02
231,356,Walmart,62.96,2024-09-28
232,308,Walmart,81.2,2024-07-25
233,236,Amazon,62.78,2024-11-24
234,317,Netflix,152.39,2024-11-04
235,439,Google,154.38,2024-03-05
236,453,Google,274.16,2024-02-15
237,378,Walmart,30.53,2024-03-12
238,255,Google,72.16,2024-09-25
239,110,Target,98.31,2024-08-31
240,70,BestBuy,80.7,2024-01-27
241,186,Uber,168.51,2024-04-01
242,321,Walmart,111.85,2024-07-02
243,94,BestBuy,48.78,2024-12-07
244,318,Apple,91.66,2024-07-19
245,414,Costco,192.95,2024-10-31
246,401,Target,30.0,2024-09-15
247,176,BestBuy,73.15,2024-10-01
248,64,Microsoft,130.76,2024-10-03
249,446,Uber,71.7,2024-02-21
250,110,eBay,100.34,2024-09-01
251,327,Apple,92.61,2024-05-17
252,467,Walmart,303.12,2024-07-26
253,473,Uber,210.95,2024-08-11
254,282,Apple,50.82,2024-04-05
255,202,eBay,62.3,2024-06-09
256,102,Costco,83.02,2024-05-14
257,375,Google,112.12,2024-10-07
258,212,Amazon,219.74,2024-06-02
259,158,Google,249.81,2024-11-15
260,196,BestBuy,75.01,2024-06-02
261,70,Microsoft,74.86,2024-02-29
262,66,Netflix,39.36,2024-02-22
263,189,Walmart,325.79,2024-07-01
264,297,Netflix,361.98,2024-06-17
265,181,Walmart,72.61,2024-09-04
266,26,Starbucks,160.8,2024-05-16
267,157,Apple,304.48,2024-09-12
268,30,Costco,57.73,2024-12-19
269,43,Costco,183.9,2024-11-10
270,130,Amazon,96.52,2024-10-19
271,293,Starbucks,134.43,2024-10-12
272,185,Apple,83.59,2024-05-03
273,36,Costco,149.34,2024-08-25
274,282,eBay,91.47,2024-04-15
275,460,Target,43.19,2024-02-27
276,454,Walmart,40.13,2024-08-02
277,445,Starbucks,45.7,2024-11-21
278,116,Uber,44.18,2024-07-22
279,415,Apple,36.79,2024-07-21
280,75,Microsoft,70.87,2024-08-21
281,156,Apple,23.23,2024-08-03
282,68,Amazon,27.19,2024-03-19
283,396,eBay,73.09,2024-05-07
284,37,Uber,87.79,2024-08-29
285,267,Target,54.65,2024-06-07
286,78,eBay,56.26,2024-12-18
287,464,Apple,85.01,2024-11-14
288,111,eBay,33.07,2024-06-02
289,233,Amazon,67.97,2024-08-15
290,475,Netflix,71.43,2024-12-24
291,264,Walmart,57.32,2024-04-29
292,437,Uber,187.32,2024-01-09
293,483,Costco,131.62,2024-12-24
294,71,BestBuy,32.24,2024-07-08
295,329,Microsoft,181.3,2024-01-05
296,391,eBay,290.83,2024-11-04
297,429,Google,66.9,2024-11-18
298,4,Starbucks,128.77,2024-08-10
299,464,Walmart,34.14,2024-10-15
300,332,Netflix,22.33,2024-10-25
301,136,Apple,87.74,2024-08-18
302,157,Netflix,36.55,2024-08-14
303,140,eBay,69.81,2024-06-24
304,179,Apple,72.46,2024-07-09
305,484,Walmart,50.76,2024-08-21
306,113,BestBuy,500.0,2024-02-12
307,106,Apple,113.38,2024-09-30
308,282,BestBuy,102.53,2024-04-23
309,349,eBay,125.28,2024-07-14
310,466,Walmart,35.02,2024-02-09
311,395,Uber,255.09,2024-01-30
312,415,Netflix,45.46,2024-05-10
313,156,Microsoft,66.48,2024-06-13
314,408,Target,80.16,2024-06-17
315,334,Microsoft,158.99,2024-06-20
316,256,Google,55.3,2024-03-24
317,371,Google,160.77,2024-04-01
318,487,Walmart,185.99,2024-08-05
319,391,Google,117.37,2024-01-23
320,420,BestBuy,148.58,2024-05-05
321,431,Google,84.26,2024-01-29
322,314,Apple,182.85,2024-03-09
323,126,Amazon,153.41,2024-09-25
324,445,Microsoft,236.18,2024-10-25
325,388,Apple,113.07,2024-11-09
326,44,Microsoft,77.52,2024-03-21
327,14,Uber,71.01,2024-06-27
328,109,Target,48.48,2024-02-01
329,240,Uber,284.72,2024-10-27
330,454,Apple,59.91,2024-08-12
331,385,Google,271.24,2024-06-13
332,91,Starbucks,63.96,2024-01-08
333,314,Starbucks,78.36,2024-09-27
334,42,Target,76.29,2024-07-27
335,24,Target,187.52,2024-05-02
336,195,BestBuy,112.04,2024-04-02
337,242,Target,215.45,2024-01-20
338,359,Apple,87.82,2024-07-17
339,47,BestBuy,28.73,2024-12-24
340,298,Netflix,69.39,2024-09-19
341,321,Costco,60.59,2024-07-13
342,267,Walmart,24.65,2024-12-18
343,4,Starbucks,69.4,2024-05-27
344,372,Netflix,75.34,2024-12-06
345,53,Amazon,145.72,2024-09-07
346,417,Uber,37.35,2024-05-15
347,344,Microsoft,59.51,2024-11-30
348,11,BestBuy,58.31,2024-03-17
349,233,BestBuy,53.42,2024-03-13
350,449,Apple,129.04,2024-12-22
351,19,Target,173.28,2024-10-01
352,302,Google,155.2,2024-06-10
353,34,Google,83.95,2024-10-27
354,439,Walmart,127.22,2024-08-14
355,98,Netflix,53.0,2024-08-09
356,245,Google,80.94,2024-04-11
357,303,Google,45.76,2024-04-19
358,167,Google,57.6,2024-01-12
359,149,Target,73.64,2024-01-04
360,67,eBay,117.93,2024-09-20
361,463,Amazon,145.64,2024-01-23
362,369,BestBuy,103.26,2024-06-04
363,158,Target,127.73,2024-06-02
364,60,Costco,86.43,2024-10-20
365,243,Apple,50.38,2024-11-15
366,418,Target,172.61,2024-08-20
367,418,BestBuy,145.17,2024-11-07
368,90,Apple,80.78,2024-04-21
369,344,Google,49.48,2024-01-31
370,36,Amazon,78.26,2024-01-24
371,226,Google,34.83,2024-08-17
372,338,BestBuy,66.31,2024-11-03
373,49,BestBuy,96.2,2024-03-03
374,258,Costco,38.82,2024-01-07
375,108,Starbucks,86.02,2024-05-23
376,91,Microsoft,95.51,2024-01-20
377,391,Starbucks,106.44,2024-01-24
378,20,Microsoft,76.71,2024-01-30
379,387,Amazon,44.46,2024-03-05
380,142,BestBuy,41.28,2024-02-24
381,373,Apple,225.36,2024-07-27
382,434,Target,219.0,2024-02-24
383,487,Target,52.61,2024-12-01
384,188,Walmart,125.91,2024-09-20
385,482,Google,61.55,2024-07-23
386,386,Google,100.34,2024-12-07
387,450,Amazon,61.53,2024-10-07
388,494,Amazon,69.75,2024-12-19
389,468,Google,146.61,2024-03-17
390,407,Microsoft,120.21,2024-01-03
391,187,Google,122.97,2024-11-09
392,494,eBay,117.21,2024-04-12
393,443,Google,209.9,2024-06-02
394,243,Starbucks,89.06,2024-12-18
395,48,Microsoft,77.69,2024-06-23
396,476,Walmart,85.37,2024-01-10
397,333,Walmart,127.47,2024-04-22
398,98,Starbucks,74.83,2024-05-03
399,96,eBay,247.76,2024-08-09
400,96,Netflix,74.66,2024-02-13
401,216,BestBuy,38.53,2024-02-08
402,348,Microsoft,29.42,2024-12-17
403,113,eBay,78.41,2024-11-14
404,484,BestBuy,113.21,2024-11-27
405,9,BestBuy,111.72,2024-06-16
406,321,Amazon,159.71,2024-12-23
407,331,Walmart,172.99,2024-11-22
408,287,Microsoft,101.76,2024-11-24
409,375,Amazon,166.96,2024-10-04
410,433,Walmart,288.15,2024-02-16
411,235,BestBuy,80.66,2024-11-01
412,138,Amazon,110.99,2024-10-02
413,201,Starbucks,56.45,2024-05-02
414,441,Apple,92.67,2024-03-17
415,375,Netflix,85.44,2024-08-11
416,30,Walmart,57.4,2024-10-02
417,448,Google,67.86,2024-08-29
418,108,Amazon,107.26,2024-11-28
419,156,BestBuy,71.83,2024-12-01
420,406,Costco,89.21,2024-05-12
421,312,Amazon,83.13,2024-01-07
422,280,Apple,87.64,2024-12-09
423,54,Starbucks,93.14,2024-04-15
424,419,Apple,126.07,2024-06-14
425,228,Costco,90.48,2024-06-08
426,191,eBay,55.61,2024-06-19
427,330,Amazon,50.77,2024-04-15
428,17,Google,73.48,2024-11-18
429,218,eBay,178.08,2024-07-16
430,291,Amazon,117.2,2024-11-27
431,311,BestBuy,66.14,2024-06-14
432,324,Google,129.73,2024-12-07
433,219,Google,184.89,2024-06-24
434,61,Starbucks,51.54,2024-01-21
435,102,Microsoft,238.49,2024-07-04
436,307,Google,34.88,2024-10-08
437,58,Apple,292.71,2024-09-16
438,374,eBay,46.4,2024-08-03
439,322,Walmart,60.53,2024-08-14
440,482,Costco,226.72,2024-04-06
441,22,Microsoft,137.77,2024-01-17
442,332,Costco,60.55,2024-09-10
443,89,Uber,50.84,2024-06-01
444,289,Target,84.52,2024-05-21
445,427,BestBuy,73.0,2024-12-02
446,326,Uber,71.98,2024-12-29
447,408,Uber,53.91,2024-02-18
448,197,Walmart,102.02,2024-10-28
449,235,Apple,190.2,2024-02-03
450,271,Netflix,111.89,2024-02-16
451,166,Starbucks,60.89,2024-07-05
452,222,Walmart,80.14,2024-09-14
453,128,BestBuy,42.87,2024-12-02
454,277,eBay,47.65,2024-10-28
455,432,BestBuy,84.98,2024-07-06
456,322,Target,55.5,2024-05-30
457,235,Netflix,133.69,2024-05-04
458,328,BestBuy,33.87,2024-07-01
459,84,Netflix,270.39,2024-10-17
460,423,BestBuy,85.32,2024-07-16
461,200,Uber,225.76,2024-06-22
462,84,Netflix,70.02,2024-10-11
463,165,Microsoft,177.62,2024-10-18
464,114,Uber,53.85,2024-09-12
465,207,Google,34.73,2024-04-13
466,162,Costco,76.29,2024-07-21
467,209,Google,30.76,2024-09-12
468,467,Google,93.84,2024-09-29
469,395,Starbucks,94.74,2024-04-19
470,324,eBay,62.05,2024-05-16
471,433,BestBuy,66.01,2024-06-23
472,64,Microsoft,70.0,2024-07-05
473,368,Apple,79.18,2024-12-18
474,155,Uber,185.98,2024-05-05
475,381,Microsoft,29.57,2024-03-30
476,351,Netflix,55.44,2024-05-23
477,449,Amazon,53.93,2024-01-04
478,101,Starbucks,101.61,2024-12-25
479,87,Google,46.9,2024-09-11
480,375,Microsoft,100.88,2024-10-31
481,490,Google,23.97,2024-09-07
482,469,Apple,108.36,2024-08-08
483,433,Uber,47.38,2024-03-19
484,465,BestBuy,50.8,2024-06-18
485,21,eBay,58.98,2024-09-07
486,245,BestBuy,224.72,2024-08-06
487,123,Target,67.9,2024-04-10
488,171,BestBuy,73.2,2024-12-25
489,344,Amazon,52.59,2024-06-08
490,89,eBay,136.16,2024-09-30
491,394,Netflix,75.02,2024-03-10
492,73,Netflix,251.42,2024-07-05
493,123,BestBuy,166.06,2024-03-19
494,31,BestBuy,37.02,2024-04-12
495,197,Starbucks,222.63,2024-10-16
496,413,Target,26.37,2024-04-17
497,46,Walmart,58.09,2024-01-20
498,170,Starbucks,93.52,2024-01-22
499,427,Uber,210.09,2024-02-09
500,124,Walmart,109.13,2024-09-06
501,155,Apple,78.05,2024-04-23
502,440,Apple,76.41,2024-04-06
503,462,Costco,50.65,2024-02-05
504,70,Costco,51.38,2024-07-15
505,33,Uber,54.31,2024-10-05
506,69,Uber,45.66,2024-10-01
507,477,eBay,96.31,2024-01-19
508,132,eBay,60.76,2024-11-28
509,13,Costco,69.9,2024-08-05
510,417,Google,29.61,2024-08-28
511,119,Google,111.02,2024-04-14
512,62,Starbucks,60.29,2024-04-23
513,329,Google,85.84,2024-11-11
514,101,Uber,85.68,2024-05-23
515,413,BestBuy,110.16,2024-02-04
516,464,Costco,176.92,2024-04-04
517,153,Starbucks,126.9,2024-02-22
518,438,Target,101.4,2024-10-01
519,380,Target,81.44,2024-05-08
520,347,Starbucks,146.67,2024-05-06
521,253,BestBuy,81.17,2024-01-21
522,71,Google,145.59,2024-05-04
523,263,Netflix,27.31,2024-11-02
524,357,Google,50.08,2024-04-27
525,163,Apple,73.59,2024-06-29
526,497,Walmart,79.36,2024-01-07
527,196,Target,105.07,2024-10-21
528,346,eBay,216.98,2024-03-09
529,223,Costco,83.75,2024-09-24
530,271,Netflix,37.54,2024-09-16
531,158,Uber,34.71,2024-08-25
532,363,Starbucks,115.43,2024-07-25
533,362,Walmart,149.51,2024-02-02
534,450,Costco,70.5,2024-07-28
535,304,Apple,82.13,2024-02-09
536,210,Uber,184.36,2024-03-29
537,212,Microsoft,137.18,2024-06-24
538,354,Microsoft,21.72,2024-07-24
539,242,Microsoft,112.62,2024-08-25
540,311,Apple,63.04,2024-01-07
541,100,Netflix,177.32,2024-07-20
542,305,eBay,146.88,2024-11-27
543,252,eBay,39.6,2024-06-18
544,235,Starbucks,148.45,2024-02-15
545,456,eBay,56.4,2024-11-25
546,190,Google,44.83,2024-09-22
547,285,eBay,133.03,2024-04-01
548,4,Walmart,48.59,2024-08-15
549,383,Uber,210.95,2024-05-24
550,408,Uber,76.67,2024-08-01
551,470,Target,110.97,2024-02-22
552,261,Google,220.14,2024-05-05
553,295,Uber,89.11,2024-11-16
554,316,Walmart,63.68,2024-02-08
555,186,BestBuy,65.96,2024-06-22
556,137,Walmart,374.84,2024-11-20
557,104,Apple,79.97,2024-10-24
558,265,Google,111.59,2024-06-08
559,375,Starbucks,209.17,2024-10-16
560,18,Target,34.66,2024-03-20
561,37,Walmart,87.8,2024-12-31
562,243,Netflix,58.61,2024-11-16
563,76,Google,34.75,2024-10-19
564,262,Uber,67.24,2024-12-05
565,283,Costco,121.55,2024-11-23
566,147,Starbucks,83.75,2024-08-16
567,278,Netflix,41.44,2024-04-19
568,137,Uber,203.03,2024-09-20
569,320,eBay,130.73,2024-05-21
570,311,Costco,220.52,2024-12-13
571,70,Apple,105.2,2024-10-24
572,50,Microsoft,58.0,2024-08-27
573,201,BestBuy,65.66,2024-07-20
574,63,Target,75.48,2024-03-04
575,185,Uber,96.98,2024-03-05
576,94,Walmart,58.68,2024-08-01
577,416,Target,43.42,2024-10-14
578,172,Netflix,85.19,2024-08-21
579,99,Amazon,59.09,2024-12-18
580,485,eBay,313.56,2024-09-16
581,470,Microsoft,37.57,2024-06-19
582,426,Uber,98.91,2024-10-10
583,148,Uber,44.44,2024-07-16
584,219,Netflix,148.28,2024-06-11
585,344,Microsoft,80.19,2024-03-24
586,345,Costco,85.29,2024-11-18
587,78,eBay,94.92,2024-10-30
588,205,Starbucks,42.69,2024-12-10
589,149,Walmart,51.6,2024-10-22
590,389,Walmart,155.56,2024-10-29
591,144,Google,165.53,2024-02-29
592,350,Microsoft,120.91,2024-05-09
593,9,Microsoft,197.71,2024-01-12
594,6,Target,54.54,2024-09-17
595,280,Netflix,143.31,2024-05-14
596,299,Amazon,121.41,2024-04-25
597,341,Starbucks,334.03,2024-10-27
598,130,Netflix,30.47,2024-02-01
599,84,Netflix,122.74,2024-06-30
600,462,eBay,24.39,2024-12-21
601,85,Target,117.63,2024-07-31
602,312,Costco,81.85,2024-02-05
603,277,Target,282.72,2024-09-23
604,452,Walmart,128.43,2024-02-09
605,237,Microsoft,42.22,2024-08-24
606,407,Uber,140.85,2024-07-19
607,495,Apple,113.21,2024-03-01
608,208,Microsoft,109.19,2024-09-24
609,5,Costco,165.67,2024-05-03
610,448,Amazon,108.09,2024-06-20
611,278,eBay,203.3,2024-01-14
612,492,Costco,108.28,2024-02-17
613,25,Target,206.14,2024-03-31
614,116,eBay,184.84,2024-08-16
615,461,Costco,38.98,2024-02-24
616,215,Apple,68.03,2024-06-05
617,228,Apple,81.14,2024-05-07
618,42,BestBuy,218.46,2024-11-23
619,452,BestBuy,157.24,2024-04-03
620,250,Amazon,65.42,2024-02-09
621,296,eBay,40.57,2024-05-12
622,227,Target,117.82,2024-08-14
623,324,Google,112.3,2024-06-23
624,243,Costco,119.45,2024-05-23
625,7,Netflix,78.99,2024-05-06
626,68,Walmart,89.72,2024-12-23
627,126,Amazon,54.87,2024-01-23
628,256,Amazon,71.37,2024-12-06
629,154,eBay,43.06,2024-04-05
630,188,Microsoft,56.42,2024-05-19
631,142,Amazon,183.49,2024-09-06
632,214,Walmart,139.93,2024-02-05
633,368,Amazon,49.18,2024-03-05
634,384,Google,186.4,2024-12-02
635,338,Target,44.74,2024-08-16
636,252,eBay,34.33,2024-05-29
637,25,BestBuy,39.16,2024-11-01
638,11,Uber,107.85,2024-12-06
639,373,eBay,61.2,2024-05-29
640,202,Apple,59.29,2024-04-01
641,449,Netflix,45.83,2024-03-23
642,447,BestBuy,105.04,2024-01-31
643,319,BestBuy,209.75,2024-09-24
644,148,Target,58.57,2024-09-26
645,231,Google,27.01,2024-04-28
646,78,Netflix,500.0,2024-06-15
647,268,Uber,196.45,2024-06-23
648,5,Target,197.41,2024-10-17
649,54,Costco,135.54,2024-01-16
650,285,Google,154.54,2024-04-18
651,309,Costco,79.66,2024-10-15
652,109,BestBuy,350.59,2024-11-09
653,437,eBay,54.33,2024-10-04
654,166,Google,60.11,2024-03-21
655,147,Starbucks,58.02,2024-06-28
656,391,Starbucks,46.29,2024-01-02
657,331,Starbucks,68.34,2024-10-31
658,445,Amazon,70.88,2024-08-15
659,375,Costco,44.13,2024-01-09
660,117,Netflix,39.35,2024-06-19
661,232,Amazon,104.05,2024-11-14
662,97,Target,133.66,2024-02-03
663,167,Target,90.67,2024-04-13
664,145,Netflix,235.98,2024-08-04
665,452,Google,55.78,2024-04-29
666,479,eBay,121.05,2024-10-19
667,404,Google,96.14,2024-11-15
668,6,Costco,161.53,2024-11-29
669,228,Google,158.59,2024-04-11
670,371,Walmart,112.38,2024-03-16
671,391,Apple,75.29,2024-07-26
672,473,Starbucks,161.96,2024-09-23
673,400,Apple,51.35,2024-08-20
674,174,Target,84.15,2024-12-10
675,345,Costco,158.45,2024-03-08
676,92,Starbucks,83.36,2024-06-27
677,135,Microsoft,27.73,2024-12-24
678,425,Netflix,63.64,2024-04-28
679,341,Apple,241.99,2024-01-14
680,79,Walmart,107.27,2024-04-02
681,396,Uber,45.74,2024-08-13
682,363,Amazon,309.57,2024-07-01
683,1,eBay,169.94,2024-07-25
684,482,Costco,58.25,2024-01-04
685,107,BestBuy,44.9,2024-03-10
686,182,Apple,129.33,2024-11-14
687,390,Target,129.58,2024-01-12
688,46,Apple,39.15,2024-06-14
689,103,Target,65.56,2024-02-23
690,262,BestBuy,34.72,2024-12-20
691,17,Microsoft,35.47,2024-04-29
692,371,Uber,108.1,2024-08-22
693,268,Google,182.81,2024-11-10
694,247,Amazon,111.83,2024-08-08
695,386,Apple,92.66,2024-11-14
696,183,eBay,123.02,2024-06-18
697,199,Google,25.66,2024-02-13
698,212,Target,66.83,2024-03-11
699,300,Walmart,182.43,2024-08-19
700,353,Netflix,273.76,2024-03-26
701,73,Costco,132.22,2024-09-15
702,122,Starbucks,87.01,2024-02-19
703,274,Apple,40.76,2024-02-22
704,258,Starbucks,70.5,2024-01-07
705,70,Uber,129.61,2024-01-27
706,64,Target,187.55,2024-04-09
707,201,Microsoft,113.29,2024-07-08
708,367,Apple,83.67,2024-09-18
709,23,Amazon,77.23,2024-05-03
710,347,Starbucks,65.17,2024-07-29
711,27,Uber,120.83,2024-06-06
712,87,Apple,492.9,2024-01-30
713,281,Microsoft,159.01,2024-12-26
